lemma	pos	meaning	freq_estimate	source
assuet	assuet		1	whitaker
assuetudo	assuetudin		1	whitaker
assug	assug		1	whitaker
assul	assul		1	whitaker
assulatim	ADV		1	whitaker
assulose	ADV		1	whitaker
assult	assult		2	whitaker
assultim	ADV		1	whitaker
assument	assument		1	whitaker
assumptio	assumption		1	whitaker
assumptiv	assumptiv		1	whitaker
assurg	assurg		1	whitaker
assuscipi	assuscip		1	whitaker
assuspir	assuspir		1	whitaker
assyri	Assyri		1	whitaker
ast	CONJ		4	whitaker
astac	astac		1	whitaker
astaphis	astaphid		2	whitaker
astat	astat		2	whitaker
astator	astator		1	whitaker
asteism	asteism		1	whitaker
aster	aster		1	whitaker
asterc	asterc		1	whitaker
asteri	asteri		3	whitaker
asteriac	asteriac		1	whitaker
asteric	asteric		1	whitaker
asterisc	asterisc		1	whitaker
asterit	asterit		1	whitaker
astern	astern		1	whitaker
astheni	astheni		1	whitaker
asthma	asthmat		1	whitaker
asthmatic	asthmatic		1	whitaker
astic	astic		1	whitaker
astipul	astipul		2	whitaker
astipulat	astipulat		1	whitaker
astipulatio	astipulation		1	whitaker
astipulator	astipulator		1	whitaker
astitu	astitu		1	whitaker
astol	astol		1	whitaker
astr	astr		1	whitaker
astragal	astragal		1	whitaker
astral	astral		1	whitaker
astrangul	astrangul		1	whitaker
astrapae	astrapae		1	whitaker
astrapi	astrapi		1	whitaker
astrapoplect	astrapoplect		1	whitaker
astreans	astreant		1	whitaker
astrep	astrep		1	whitaker
astri	astri		1	whitaker
astric	astric		1	whitaker
astrict	astrict		2	whitaker
astricte	astrictius		1	whitaker
astrictio	astriction		1	whitaker
astrictori	astrictori		1	whitaker
astrid	astrid		2	whitaker
astrifer	astrifer		1	whitaker
astrific	astrific		2	whitaker
astriger	astriger		1	whitaker
astriloqu	astriloqu		1	whitaker
astriluc	astriluc		1	whitaker
astring	astring		2	whitaker
astriot	astriot		1	whitaker
astrobol	astrobol		1	whitaker
astrolabi	astrolabi		1	whitaker
astrolog	astrolog		1	whitaker
astrologi	astrologi		1	whitaker
astronaut	astronaut		1	whitaker
astronautic	astronautic		1	whitaker
astronom	astronom		1	whitaker
astronomi	astronomi		1	whitaker
astronomic	astronomic		1	whitaker
astrophysic	astrophysic		1	whitaker
astros	astros		1	whitaker
astru	astru		1	whitaker
astructio	astruction		1	whitaker
astructor	astructor		1	whitaker
astu	N		1	whitaker
astul	astul	astula regia => the plant asphodel	1	whitaker
astup	astup		1	whitaker
astur	astur		1	whitaker
asturco	asturcon		1	whitaker
astut	astut		1	whitaker
astute	astutius		1	whitaker
astuti	astuti		1	whitaker
astutul	astutul		1	whitaker
asty	N		1	whitaker
astytis	astytid		1	whitaker
asure	asure		1	whitaker
asyl	asyl		2	whitaker
asymbol	asymbol		1	whitaker
asymptot	asymptot		1	whitaker
asyndet	asyndet		2	whitaker
at	CONJ		1	whitaker
atamussim	ADV		1	whitaker
atat	INTERJ		1	whitaker
atatae	INTERJ		1	whitaker
atatatae	INTERJ		1	whitaker
atate	INTERJ		1	whitaker
atattae	INTERJ		1	whitaker
atav	atav		1	whitaker
atavi	atavi		1	whitaker
atechn	atechn		2	whitaker
ategr	ategr		1	whitaker
atenim	CONJ		1	whitaker
ater	atr		2	whitaker
aterm	aterm		1	whitaker
athe	athe		2	whitaker
atheism	atheism		1	whitaker
atheist	atheist		1	whitaker
athen	Athen		1	whitaker
athenae	athenae		1	whitaker
athene	Athene		1	whitaker
atheniens	Atheniens		1	whitaker
atheniensis	Atheniens		1	whitaker
ather	ather		1	whitaker
atherom	atherom		1	whitaker
athl	athl		3	whitaker
athlet	athlet		1	whitaker
athletic	athletic		2	whitaker
athletice	ADV		1	whitaker
athletism	athletism		1	whitaker
atizo	atizo		1	whitaker
atlas	atlant		1	whitaker
atmosphaer	atmosphaer		1	whitaker
atmosphaeric	atmosphaeric		1	whitaker
atnat	atnat		1	whitaker
atoci	atoci		2	whitaker
atom	atom		3	whitaker
atomic	atomic		1	whitaker
atomism	atomism		1	whitaker
atopt	atopt		1	whitaker
atque	CONJ		1	whitaker
atqui	CONJ		1	whitaker
atquin	CONJ		1	whitaker
atractylis	atractylid		1	whitaker
atrament	atrament	~ sepiae => cuttle-fish ink	1	whitaker
atramentari	atramentari		1	whitaker
atrat	atrat		1	whitaker
atri	atri		1	whitaker
atriari	atriari		1	whitaker
atricapill	atricapill		2	whitaker
atricolor	atricolor		1	whitaker
atriensis	atriens		1	whitaker
atriol	atriol		1	whitaker
atriplex	atriplex		3	whitaker
atrit	atrit		1	whitaker
atritas	atritat		1	whitaker
atrocitas	atrocitat		1	whitaker
atrociter	atrocius		1	whitaker
atroph	atroph		1	whitaker
atrophi	atrophi		1	whitaker
atropin	atropin		1	whitaker
atrot	atrot		1	whitaker
atrox	atroc		1	whitaker
atrusc	atrusc		1	whitaker
att	att		1	whitaker
attac	attac		1	whitaker
attachi	attach		1	whitaker
attachiament	attachiament		1	whitaker
attact	attact		1	whitaker
attag	attag		1	whitaker
attagen	attagen		2	whitaker
attamen	ADV		1	whitaker
attamin	attamin		1	whitaker
attat	INTERJ		1	whitaker
attatae	INTERJ		1	whitaker
attate	INTERJ		1	whitaker
attattatae	INTERJ		1	whitaker
attegi	attegi		1	whitaker
attegr	attegr		1	whitaker
atteleb	atteleb		1	whitaker
attemper	attemper		1	whitaker
attemperate	ADV		1	whitaker
attemperatio	attemperation		1	whitaker
attempt	attempt		1	whitaker
attend	attend		1	whitaker
attent	attent		2	whitaker
attentat	attentat		1	whitaker
attentatio	attentation		1	whitaker
attente	attentius		1	whitaker
attentio	attention		1	whitaker
attenu	attenu		1	whitaker
attenuat	attenuat		1	whitaker
attenuate	ADV		1	whitaker
attenuatio	attenuation		1	whitaker
atter	atter		1	whitaker
attermin	attermin		1	whitaker
atterrane	atterrane		1	whitaker
attertiari	attertiari		1	whitaker
attertiat	attertiat		1	whitaker
attest	attest		1	whitaker
attestat	attestat		1	whitaker
attestatio	attestation		1	whitaker
attex	attex		1	whitaker
attic	Attic		1	whitaker
attice	ADV		1	whitaker
atticiss	atticiss		1	whitaker
attig	attig		1	whitaker
attigu	attigu		1	whitaker
attil	attil		1	whitaker
attill	attill		1	whitaker
attin	attin		2	whitaker
atting	atting		2	whitaker
attingu	attingu		1	whitaker
attitul	attitul		1	whitaker
attoler	attoler		1	whitaker
attoll	attoll		1	whitaker
atton	atton		1	whitaker
attond	attond		1	whitaker
attonit	attonit		1	whitaker
attonite	ADV		1	whitaker
attorn	attorn		1	whitaker
attornat	attornat		1	whitaker
attorqu	attorqu		1	whitaker
attorr	attorr		1	whitaker
attract	attract		3	whitaker
attractio	attraction		1	whitaker
attractiv	attractiv		1	whitaker
attractori	attractori		1	whitaker
attrah	attrah		1	whitaker
attrect	attrect		1	whitaker
attrectat	attrectat		1	whitaker
attrectatio	attrectation		1	whitaker
attrem	attrem		1	whitaker
attrepid	attrepid		1	whitaker
attribu	attribu		1	whitaker
attribul	attribul		1	whitaker
attribut	attribut		2	whitaker
attributio	attribution		1	whitaker
attrit	attrit		3	whitaker
attritio	attrition		1	whitaker
attu	attu		1	whitaker
attubernalis	attubernal		1	whitaker
attul	attul		1	whitaker
attumul	attumul		1	whitaker
atuatuc	Atuatuc		1	whitaker
atvero	ADV		1	whitaker
atyp	atyp		2	whitaker
au	N		2	whitaker
auc	auc		1	whitaker
aucell	aucell		1	whitaker
auceps	aucip		2	whitaker
aucill	aucill		1	whitaker
auct	auct		3	whitaker
auctari	auctari		1	whitaker
aucthorizatio	aucthorization		1	whitaker
auctifer	auctifer		1	whitaker
auctific	auctific		2	whitaker
auctio	auction		1	whitaker
auction	auction		2	whitaker
auctional	auctional		1	whitaker
auctionale	auctional		1	whitaker
auctionari	auctionari		1	whitaker
auctit	auctit		1	whitaker
auctor	auctor		3	whitaker
auctorabil	auctorabil		1	whitaker
auctoral	auctoral		1	whitaker
auctorament	auctorament		1	whitaker
auctorat	auctorat		1	whitaker
auctorit	auctorit		1	whitaker
auctoritas	auctoritat		2	whitaker
auctoritativ	auctoritativ		1	whitaker
auctoriz	auctoriz		1	whitaker
auctorizabil	auctorizabil		1	whitaker
auctorizatio	auctorization		1	whitaker
auctrix	auctric		1	whitaker
auctumn	auctumn		4	whitaker
auctumnal	auctumnal		1	whitaker
auctumnasc	auctumnasc		1	whitaker
auctumnesc	auctumnesc		1	whitaker
auctumnitas	auctumnitat		1	whitaker
aucup	aucup		2	whitaker
aucupabund	aucupabund		1	whitaker
aucupal	aucupal		1	whitaker
aucupat	aucupat		1	whitaker
aucupatio	aucupation		1	whitaker
aucupatori	aucupatori		1	whitaker
aucupi	aucupi		1	whitaker
aud	aud		2	whitaker
audaci	audaci		1	whitaker
audaciter	audacius		1	whitaker
audacter	audacius		1	whitaker
audacul	audacul		1	whitaker
audax	audac		1	whitaker
audem	CONJ		1	whitaker
audens	audent		1	whitaker
audenter	audentius		1	whitaker
audenti	audenti		1	whitaker
audi	aud		1	whitaker
audiens	audient		2	whitaker
audienti	audienti		1	whitaker
audit	audit		2	whitaker
auditio	audition		1	whitaker
auditiuncul	auditiuncul		1	whitaker
auditor	auditor		1	whitaker
auditori	auditori		3	whitaker
auditorial	auditorial		1	whitaker
audivisific	audivisific		1	whitaker
aufer	aufer		2	whitaker
aufugi	aufug		1	whitaker
aug	ADJ		2	whitaker
auger	auger		1	whitaker
augesc	augesc		1	whitaker
augific	augific		1	whitaker
augin	augin		1	whitaker
augitis	augitid		1	whitaker
augmen	augmin		1	whitaker
augment	augment		2	whitaker
augmentatio	augmentation		1	whitaker
augur	augur		3	whitaker
auguracul	auguracul		1	whitaker
augural	augural		1	whitaker
augurale	augural		1	whitaker
augurat	augurat		2	whitaker
auguratio	auguration		1	whitaker
augurato	ADV		1	whitaker
auguratori	auguratori		1	whitaker
auguratrix	auguratric		1	whitaker
auguri	auguri		2	whitaker
augurial	augurial		1	whitaker
august	August		5	whitaker
augustal	augustal		2	whitaker
augustalis	Augustal		1	whitaker
augustat	augustat		1	whitaker
auguste	augustius		1	whitaker
augustianism	Augustianism		1	whitaker
augustin	Augustin		1	whitaker
aul	aul		3	whitaker
aulae	aulae		2	whitaker
aulax	aulac		1	whitaker
auletic	auletic		4	whitaker
aulic	aulic		3	whitaker
aulicoci	aulicoci		1	whitaker
aulicoct	aulicoct		1	whitaker
aulicoqui	aulicoqui		1	whitaker
aulix	aulic		1	whitaker
auloed	auloed		1	whitaker
aulon	aulon		1	whitaker
aulopoi	aulopoi		1	whitaker
aulul	aulul		1	whitaker
aumati	aumati		1	whitaker
auncul	auncul		1	whitaker
aur	aur		3	whitaker
auracul	auracul		1	whitaker
auranti	auranti		2	whitaker
aurantiac	aurantiac		1	whitaker
aurari	aurari		3	whitaker
aurat	aurat		2	whitaker
auratil	auratil		1	whitaker
aurator	aurator		1	whitaker
auratur	auratur		1	whitaker
aure	aure		3	whitaker
aureat	aureat		1	whitaker
aureax	aureac		1	whitaker
aureficin	aureficin		1	whitaker
aureol	aureol		3	whitaker
auresc	auresc		1	whitaker
auricalc	auricalc		1	whitaker
auricalcin	auricalcin		1	whitaker
aurichalc	aurichalc		1	whitaker
aurichalcin	aurichalcin		1	whitaker
auricoctor	auricoctor		1	whitaker
auricolor	auricolor		1	whitaker
auricom	auricom		1	whitaker
auricomans	auricomant		1	whitaker
auricul	auricul		1	whitaker
auricular	auricular		1	whitaker
auriculari	auriculari		2	whitaker
aurifer	aurifer		1	whitaker
aurifex	aurific		1	whitaker
aurificin	aurificin		1	whitaker
auriflu	auriflu		1	whitaker
aurifodin	aurifodin		1	whitaker
aurifrisi	aurifrisi		1	whitaker
aurifrisiat	aurifrisiat		1	whitaker
aurig	aurig		3	whitaker
aurigal	aurigal		1	whitaker
aurigans	aurigant		1	whitaker
aurigari	aurigari		1	whitaker
aurigatio	aurigation		1	whitaker
aurigator	aurigator		1	whitaker
aurigen	aurigen		2	whitaker
auriger	auriger		1	whitaker
aurigine	aurigine		1	whitaker
auriginos	auriginos		1	whitaker
aurilegul	aurilegul		1	whitaker
auriol	auriol		1	whitaker
auriphrygi	auriphrygi		1	whitaker
auriphrygiat	auriphrygiat		1	whitaker
auripigment	auripigment		1	whitaker
auris	aur		1	whitaker
auriscalpi	auriscalpi		1	whitaker
aurit	aurit		1	whitaker
auritul	auritul		1	whitaker
aurochalcin	aurochalcin		1	whitaker
auror	auror		2	whitaker
auros	auros		1	whitaker
aurufex	aurufic		1	whitaker
aurugin	aurugin		1	whitaker
aurugine	aurugine		1	whitaker
auruginos	auruginos		1	whitaker
aurugo	aurugin		1	whitaker
aurul	aurul		1	whitaker
aurulent	aurulent		1	whitaker
aus	aus		3	whitaker
auscul	auscul		2	whitaker
ausculatio	ausculation		1	whitaker
ausculator	ausculator		1	whitaker
auscult	auscult		1	whitaker
auscultabul	auscultabul		1	whitaker
auscultat	auscultat		1	whitaker
auscultatio	auscultation		1	whitaker
auscultator	auscultator		1	whitaker
auspex	auspic		1	whitaker
auspic	auspic		2	whitaker
auspicabil	auspicabil		1	whitaker
auspical	auspical		1	whitaker
auspicaliter	ADV		1	whitaker
auspicat	auspicat		2	whitaker
auspicato	ADV		1	whitaker
auspici	auspici		1	whitaker
austell	austell		1	whitaker
auster	auster		3	whitaker
austerali	Austerali		1	whitaker
austeralis	austeral		1	whitaker
austere	austerius		1	whitaker
austeritas	austeritat		1	whitaker
austerul	austerul		1	whitaker
austi	austi		1	whitaker
austr	austr		1	whitaker
austral	austral		1	whitaker
austrifer	austrifer		1	whitaker
austrin	austrin		2	whitaker
austrinal	austrinal		1	whitaker
aut	CONJ		2	whitaker
autem	CONJ		1	whitaker
autent	autent		2	whitaker
autentic	autentic		1	whitaker
authemer	authemer		2	whitaker
authent	authent		2	whitaker
authentic	authentic		3	whitaker
authentice	ADV		1	whitaker
authenticitas	authenticitat		1	whitaker
autheps	autheps		1	whitaker
author	author		3	whitaker
authorament	authorament		1	whitaker
authorat	authorat		1	whitaker
authorit	authorit		1	whitaker
authoritas	authoritat		2	whitaker
authoriz	authoriz		1	whitaker
authrix	authric		1	whitaker
autobiographi	autobiographi		1	whitaker
autobirot	autobirot		1	whitaker
autobirotari	autobirotari		1	whitaker
autocarr	autocarr		1	whitaker
autochthon	autochthon		2	whitaker
autocinet	autocinet		1	whitaker
autocinetic	autocinetic		1	whitaker
autocinetist	autocinetist		1	whitaker
autocrat	autocrat		1	whitaker
autocthon	autocthon		2	whitaker
autograph	autograph		2	whitaker
automat	automat		4	whitaker
automatari	automatari		3	whitaker
automatic	automatic		1	whitaker
automatio	automation		1	whitaker
automatism	automatism		1	whitaker
automatiz	automatiz		1	whitaker
automatizatio	automatization		1	whitaker
automatopoet	automatopoet		1	whitaker
autonom	autonom		1	whitaker
autonomati	autonomati		1	whitaker
autonomi	autonomi		1	whitaker
autopsi	autopsi		1	whitaker
autopyr	autopyr		5	whitaker
autoraed	autoraed		1	whitaker
autoraedari	autoraedari		1	whitaker
autum	autum		1	whitaker
autumn	autumn		3	whitaker
autumnal	ADJ		2	whitaker
autumnasc	autumnasc		1	whitaker
autumnesc	autumnesc		1	whitaker
autumnitas	autumnitat		1	whitaker
auturg	auturg		1	whitaker
auxili	auxili		3	whitaker
auxiliabund	auxiliabund		1	whitaker
auxiliar	auxiliar		2	whitaker
auxiliari	auxiliari		1	whitaker
auxiliaris	auxiliar		1	whitaker
auxiliat	auxiliat		1	whitaker
auxiliatio	auxiliation		1	whitaker
auxiliator	auxiliator		1	whitaker
auxiliatrix	auxiliatric		1	whitaker
auxill	auxill		1	whitaker
av	av		5	whitaker
avar	avar		2	whitaker
avarc	avarc		1	whitaker
avare	avarius		1	whitaker
avariter	ADV		1	whitaker
avariti	avariti		2	whitaker
ave	INTERJ		1	whitaker
aveh	aveh		1	whitaker
avell	avell		3	whitaker
avellan	avellan		1	whitaker
aven	aven		1	whitaker
avenace	avenace		1	whitaker
avenari	avenari		1	whitaker
avens	avent		1	whitaker
aventer	ADV		1	whitaker
averi	averi		1	whitaker
avern	avern		1	whitaker
averr	averr		1	whitaker
averrunc	averrunc		1	whitaker
avers	avers		3	whitaker
aversabil	aversabil		1	whitaker
aversatio	aversation		1	whitaker
aversator	aversator		1	whitaker
aversatrix	aversatric		1	whitaker
aversim	ADV		1	whitaker
aversio	aversion		1	whitaker
aversor	aversor		1	whitaker
avert	avert		2	whitaker
avertari	avertari		1	whitaker
avi	avi		4	whitaker
aviari	aviari		3	whitaker
avicell	avicell		1	whitaker
avicul	avicul		1	whitaker
aviculari	aviculari		1	whitaker
avid	avid		1	whitaker
avide	avidius		1	whitaker
aviditas	aviditat		1	whitaker
aviditer	ADV		1	whitaker
avipes	aviped		1	whitaker
avis	av		1	whitaker
avit	avit		1	whitaker
avite	ADV		1	whitaker
aviti	aviti		1	whitaker
avoc	avoc		1	whitaker
avocament	avocament		1	whitaker
avocatio	avocation		1	whitaker
avocator	avocator		1	whitaker
avocatrix	avocatric		1	whitaker
avol	avol		1	whitaker
avolsio	avolsion		1	whitaker
avolsor	avolsor		1	whitaker
avoncul	avoncul		1	whitaker
avorr	avorr		1	whitaker
avors	avors		2	whitaker
avort	avort		1	whitaker
avulsio	avulsion		1	whitaker
avulsor	avulsor		1	whitaker
avuncul	avuncul		1	whitaker
axament	axament		1	whitaker
axedo	axedon		1	whitaker
axici	axici		1	whitaker
axicul	axicul		1	whitaker
axill	axill		1	whitaker
axinomanti	axinomanti		1	whitaker
axio	axion		1	whitaker
axioma	axiomat		1	whitaker
axis	ax		3	whitaker
axiti	axiti		1	whitaker
axitios	axitios		2	whitaker
axon	axon		1	whitaker
axul	axul		1	whitaker
axungi	axungi		1	whitaker
azani	azani		1	whitaker
azimuth	azimuth		1	whitaker
azon	azon		1	whitaker
azot	Azot		1	whitaker
azoti	Azoti		1	whitaker
azotic	Azotic		1	whitaker
azotice	ADV		1	whitaker
azrael	N		1	whitaker
azur	azur		2	whitaker
azure	azure		1	whitaker
azuri	azuri		1	whitaker
azym	azym		2	whitaker
azymit	azymit		1	whitaker
ba	ba		1	whitaker
baal	N		1	whitaker
babae	INTERJ		1	whitaker
babaecal	babaecal		1	whitaker
babbi	babbi		1	whitaker
babul	babul		1	whitaker
baburr	baburr		1	whitaker
babylon	Babylon		1	whitaker
babyloni	Babyloni		3	whitaker
bac	bac		1	whitaker
bacal	bacal		1	whitaker
bacalari	bacalari		1	whitaker
bacali	bacali		1	whitaker
bacalusi	bacalusi		1	whitaker
bacar	bacar		1	whitaker
bacat	bacat		1	whitaker
bacc	bacc		2	whitaker
baccal	baccal		1	whitaker
baccalari	baccalari		1	whitaker
baccalaure	baccalaure		2	whitaker
baccalaureat	baccalaureat		1	whitaker
baccali	baccali		1	whitaker
baccar	baccar		1	whitaker
baccaris	baccar		1	whitaker
bacch	Bacch		3	whitaker
bacchabund	bacchabund		1	whitaker
bacchanal	Bacchanal		3	whitaker
bacchanali	Bacchanali		1	whitaker
bacchans	bacchant		1	whitaker
bacchar	bacchar		1	whitaker
baccharis	bacchar		1	whitaker
bacchatim	ADV		1	whitaker
bacchatio	bacchation		1	whitaker
bacchi	bacchi		2	whitaker
bacchiac	bacchiac		1	whitaker
bacciball	bacciball		1	whitaker
baccifer	baccifer		1	whitaker
baccill	baccill		1	whitaker
baccin	baccin		1	whitaker
baceol	baceol		1	whitaker
bacifer	bacifer		1	whitaker
bacil	bacil		1	whitaker
bacile	bacil		1	whitaker
bacill	bacill		4	whitaker
bacrio	bacrion		1	whitaker
bacteri	bacteri		1	whitaker
bacterial	bacterial		1	whitaker
bactericid	bactericid		1	whitaker
bacteriolog	bacteriolog		1	whitaker
bactroperit	bactroperit		1	whitaker
bacul	bacul		3	whitaker
badi	badi		1	whitaker
badiss	badiss		1	whitaker
baditis	baditid		1	whitaker
badiz	badiz		1	whitaker
baet	baet		1	whitaker
baetic	Baetic		1	whitaker
baeticat	baeticat		1	whitaker
baetul	baetul		1	whitaker
bai	bai		1	whitaker
baijul	baijul		2	whitaker
bailli	bailli		1	whitaker
bajol	bajol		1	whitaker
bajul	bajul		2	whitaker
bajulatio	bajulation		1	whitaker
bajulator	bajulator		1	whitaker
bajulatori	bajulatori		1	whitaker
bal	bal		1	whitaker
balaen	balaen		1	whitaker
balaenace	balaenace		1	whitaker
balan	balan		1	whitaker
balanat	balanat		1	whitaker
balanin	balanin		1	whitaker
balanit	balanit		1	whitaker
balanitis	balanitid		1	whitaker
balans	balant		2	whitaker
balant	balant		1	whitaker
balat	balat		1	whitaker
balatro	balatron		1	whitaker
balausti	balausti		1	whitaker
balb	balb		1	whitaker
balbe	ADV		1	whitaker
balbuti	balbut		2	whitaker
balbutti	balbutt		1	whitaker
baldachin	baldachin		2	whitaker
balen	balen		1	whitaker
balenace	balenace		1	whitaker
baline	baline		2	whitaker
balinear	balinear		1	whitaker
balineare	balinear		1	whitaker
balineari	balineari		2	whitaker
balineatic	balineatic		1	whitaker
balineator	balineator		1	whitaker
balineatori	balineatori		1	whitaker
balineatrix	balineatric		1	whitaker
balineol	balineol		1	whitaker
baliol	baliol		1	whitaker
balis	bal		1	whitaker
balisc	balisc		2	whitaker
balist	balist		1	whitaker
balistari	balistari		2	whitaker
balisti	balisti		1	whitaker
balit	balit		1	whitaker
ball	ball		1	whitaker
ballaen	ballaen		1	whitaker
ballaenace	ballaenace		1	whitaker
ballatio	ballation		1	whitaker
ballator	ballator		1	whitaker
ballematic	ballematic		1	whitaker
ballen	ballen		1	whitaker
balli	balli		1	whitaker
ballist	ballist		1	whitaker
ballistari	ballistari		2	whitaker
ballisti	ballisti		1	whitaker
balliv	balliv		1	whitaker
ballot	ballot		1	whitaker
balluc	balluc		1	whitaker
ballux	balluc		1	whitaker
balne	balne		2	whitaker
balnear	balnear		1	whitaker
balneare	balnear		1	whitaker
